year,make,model,trim,specs,trims
2020,GMC,Canyon,SLE,"{'active_safety_system_note': None, 'adaptive_cruise_control_acc': None, 'adaptive_driving_beam_adb': None, 'anti_lock_braking_system_abs': 'Standard', 'auto_reverse_system_for_windows_and_sunroofs': 'Standard', 'automatic_crash_notification_acn_advanced_automatic_crash_notification_aacn': 'Standard', 'automatic_pedestrian_alerting_sound_for_hybrid_and_ev_only': None, 'axle_configuration': None, 'axles': '2', 'backup_camera': 'Standard', 'base_price': None, 'battery_current_amps_from': None, 'battery_current_amps_to': None, 'battery_energy_kwh_from': None, 'battery_energy_kwh_to': None, 'battery_type': None, 'battery_voltage_volts_from': None, 'battery_voltage_volts_to': None, 'bed_length_inches': None, 'bed_type': None, 'blind_spot_intervention_bsi': None, 'blind_spot_warning_bsw': None, 'body_class': 'Pickup', 'brake_system_description': None, 'brake_system_type': None, 'bus_floor_configuration_type': 'Not Applicable', 'bus_length_feet': None, 'bus_type': 'Not Applicable', 'cab_type': 'Crew/Super Crew/Crew Max', 'charger_level': None, 'charger_power_kw': None, 'cooling_type': None, 'crash_imminent_braking_cib': None, 'curb_weight_pounds': None, 'curtain_air_bag_locations': 'All Rows', 'custom_motorcycle_type': 'Not Applicable', 'daytime_running_light_drl': 'Standard', 'destination_market': None, 'displacement_cc': '3600.0', 'displacement_ci': '219.68547874103', 'displacement_l': '3.6', 'doors': '4', 'drive_type': '4WD/4-Wheel Drive/4x4', 'dynamic_brake_support_dbs': 'Standard', 'electrification_level': None, 'electronic_stability_control_esc': 'Standard', 'engine_brake_hp_from': None, 'engine_brake_hp_to': None, 'engine_configuration': 'V-Shaped', 'engine_manufacturer': None, 'engine_model': 'LGZ - Direct Injection, Variable Valve Timing, ALUM, VAR2, GEN 2', 'engine_number_of_cylinders': '6', 'engine_power_kw': None, 'engine_stroke_cycles': None, 'entertainment_system': None, 'ev_drive_unit': None, 'event_data_recorder_edr': None, 'forward_collision_warning_fcw': None, 'front_air_bag_locations': '1st Row (Driver and Passenger)', 'fuel_delivery_fuel_injection_type': None, 'fuel_type_primary': 'Gasoline', 'fuel_type_secondary': None, 'gross_combination_weight_rating_from': None, 'gross_combination_weight_rating_to': None, 'gross_vehicle_weight_rating_from': 'Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)', 'gross_vehicle_weight_rating_to': None, 'headlamp_light_source': 'Halogen', 'keyless_ignition': None, 'knee_air_bag_locations': None, 'lane_centering_assistance': None, 'lane_departure_warning_ldw': 'Optional', 'lane_keeping_assistance_lka': None, 'manufacturer_name': 'GENERAL MOTORS LLC', 'motorcycle_chassis_type': 'Not Applicable', 'motorcycle_suspension_type': 'Not Applicable', 'ncsa_body_type': 'Light Pickup', 'ncsa_make': 'GMC', 'ncsa_model': 'Canyon', 'ncsa_note': None, 'non_land_use': None, 'note': None, 'number_of_battery_cells_per_module': None, 'number_of_battery_modules_per_pack': None, 'number_of_battery_packs_per_vehicle': None, 'number_of_seat_rows': '2', 'number_of_seats': '5', 'number_of_wheels': '4', 'other_battery_info': None, 'other_bus_info': None, 'other_engine_info': None, 'other_motorcycle_info': None, 'other_restraint_system_info': None, 'other_trailer_info': None, 'parking_assist': None, 'pedestrian_automatic_emergency_braking_paeb': None, 'plant_city': 'WENTZVILLE', 'plant_company_name': 'GMNA', 'plant_country': 'UNITED STATES (USA)', 'plant_state': 'MISSOURI', 'possible_values': '', 'pretensioner': None, 'rear_automatic_emergency_braking': None, 'rear_cross_traffic_alert': None, 'sae_automation_level_from': None, 'sae_automation_level_to': None, 'seat_belt_type': 'Manual', 'seat_cushion_air_bag_locations': None, 'semiautomatic_headlamp_beam_switching': 'Standard', 'series': 'SLE', 'series2': None, 'side_air_bag_locations': '1st Row (Driver and Passenger)', 'steering_location': 'Left-Hand Drive (LHD)', 'suggested_vin': '', 'tire_pressure_monitoring_system_tpms_type': 'Direct', 'top_speed_mph': None, 'track_width_inches': None, 'traction_control': 'Standard', 'trailer_body_type': 'Not Applicable', 'trailer_length_feet': None, 'trailer_type_connection': 'Not Applicable', 'transmission_speeds': '6', 'transmission_style': 'Automatic', 'trim': None, 'trim2': None, 'turbo': None, 'valve_train_design': 'Dual Overhead Cam (DOHC)', 'vehicle_descriptor': '1GTG6CEN*L1', 'vehicle_type': 'TRUCK', 'wheel_base_inches_from': None, 'wheel_base_inches_to': None, 'wheel_base_type': None, 'wheel_size_front_inches': '17', 'wheel_size_rear_inches': '17', 'windows': None}","[{'id': 7366, 'make_model_id': 203, 'year': 2020, 'name': 'SLE', 'description': 'SLE 4dr Extended Cab 4WD SB (3.6L 6cyl 8A)', 'msrp': 34500, 'invoice': 32844, 'created': '2023-06-29T21:00:00-04:00', 'modified': '2023-06-29T21:00:00-04:00', 'make_model': {'id': 203, 'make_id': 8, 'name': 'Canyon', 'make': {'id': 8, 'name': 'GMC'}}}, {'id': 7370, 'make_model_id': 203, 'year': 2020, 'name': 'SLE', 'description': 'SLE 4dr Crew Cab 4WD SB (3.6L 6cyl 8A)', 'msrp': 36100, 'invoice': 34367, 'created': '2023-06-29T21:00:00-04:00', 'modified': '2023-06-29T21:00:00-04:00', 'make_model': {'id': 203, 'make_id': 8, 'name': 'Canyon', 'make': {'id': 8, 'name': 'GMC'}}}, {'id': 7371, 'make_model_id': 203, 'year': 2020, 'name': 'SLE', 'description': 'SLE 4dr Crew Cab 4WD LB (3.6L 6cyl 8A)', 'msrp': 36700, 'invoice': 34938, 'created': '2023-06-29T21:00:00-04:00', 'modified': '2023-06-29T21:00:00-04:00', 'make_model': {'id': 203, 'make_id': 8, 'name': 'Canyon', 'make': {'id': 8, 'name': 'GMC'}}}]"
